Tagging ID,Day,Ai_trk,GP Job Name,Impressions,Media Cost,visits,Call Leads,Web Leads
4353019SOC-BDA4-C2,6-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,540,$15.28 ,8,#N/A,#N/A
4353019SOC-BDA5-C2,6-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,326,$5.51 ,1,#N/A,#N/A
4353119SOC-BDA1-C1,7-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,41,$0.85 ,#N/A,#N/A,#N/A
4353119SOC-BDA1-C2,7-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,42,$1.02 ,1,0,2
4353119SOC-BDA1-C3,7-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,28,$0.61 ,1,#N/A,#N/A
4353119SOC-BDA2-C1,7-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,241,$7.00 ,5,0,1
4353119SOC-BDA2-C3,7-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,4,$0.02 ,#N/A,#N/A,#N/A
4353119SOC-BDA2-C5,7-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,323,$8.08 ,3,1,5
4353119SOC-BDA3-C1,7-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,89,$1.41 ,#N/A,#N/A,#N/A
4353119SOC-BDA3-C2,7-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,132,$2.37 ,#N/A,#N/A,#N/A
4353119SOC-BDA3-C3,7-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,997,$25.15 ,5,#N/A,#N/A
4353119SOC-BDA4-C1,7-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,545,$8.12 ,3,#N/A,#N/A
4353119SOC-BDA4-C2,7-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,945,$17.19 ,4,#N/A,#N/A
4353119SOC-BDA5-C2,7-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,413,$6.46 ,#N/A,#N/A,#N/A
4353319SOC-BDA1-C1,9-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,203,$4.46 ,#N/A,#N/A,#N/A
4353319SOC-BDA1-C2,9-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,323,$9.37 ,2,0,1
4353319SOC-BDA1-C3,9-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,195,$5.79 ,2,#N/A,#N/A
4353319SOC-BDA2-C1,9-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,321,$10.96 ,3,#N/A,#N/A
4353319SOC-BDA2-C3,9-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,32,$0.65 ,#N/A,#N/A,#N/A
4353319SOC-BDA2-C4,9-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,2,$0.03 ,#N/A,#N/A,#N/A
4353319SOC-BDA2-C5,9-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,108,$2.99 ,#N/A,#N/A,#N/A
4353319SOC-BDA3-C1,9-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,129,$2.19 ,1,#N/A,#N/A
4353319SOC-BDA3-C2,9-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,141,$2.66 ,#N/A,#N/A,#N/A
4353319SOC-BDA3-C3,9-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,905,$21.99 ,2,#N/A,#N/A
4353319SOC-BDA4-C1,9-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,488,$9.30 ,2,0,1
4353319SOC-BDA4-C2,9-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,651,$12.01 ,5,#N/A,#N/A
4353319SOC-BDA5-C2,9-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,479,$9.89 ,#N/A,#N/A,#N/A
4353419SOC-BDA1-C1,10-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,294,$6.45 ,3,0,1
4353419SOC-BDA1-C2,10-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,414,$11.46 ,6,0,2
4353419SOC-BDA1-C3,10-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,212,$6.26 ,1,#N/A,#N/A
4353419SOC-BDA2-C1,10-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,284,$11.60 ,1,#N/A,#N/A
4353419SOC-BDA2-C2,10-Mar-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.01 ,#N/A,#N/A,#N/A
4353419SOC-BDA2-C3,10-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,38,$1.13 ,2,#N/A,#N/A
4353419SOC-BDA2-C4,10-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,2,$0.02 ,#N/A,#N/A,#N/A
4353419SOC-BDA2-C5,10-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,112,$2.81 ,#N/A,#N/A,#N/A
4353419SOC-BDA3-C1,10-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,247,$5.04 ,#N/A,#N/A,#N/A
4353419SOC-BDA3-C2,10-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,235,$4.19 ,#N/A,#N/A,#N/A
4353419SOC-BDA3-C3,10-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,722,$15.56 ,4,#N/A,#N/A
4353419SOC-BDA4-C1,10-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,606,$9.12 ,2,#N/A,#N/A
4353419SOC-BDA4-C2,10-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,660,$13.14 ,2,#N/A,#N/A
4353419SOC-BDA5-C2,10-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,411,$7.62 ,#N/A,#N/A,#N/A
4353519SOC-BDA1-C1,11-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,398,$8.63 ,3,0,1
4353519SOC-BDA1-C2,11-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,580,$17.58 ,3,0,2
4353519SOC-BDA1-C3,11-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,208,$6.52 ,2,#N/A,#N/A
4353519SOC-BDA2-C1,11-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,203,$6.13 ,2,2,3
4353519SOC-BDA2-C2,11-Mar-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.04 ,#N/A,#N/A,#N/A
4353519SOC-BDA2-C3,11-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,31,$0.69 ,#N/A,#N/A,#N/A
4353519SOC-BDA2-C4,11-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,2,$0.07 ,#N/A,#N/A,#N/A
4353519SOC-BDA2-C5,11-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,286,$8.40 ,1,0,1
4353519SOC-BDA3-C1,11-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,77,$1.59 ,#N/A,#N/A,#N/A
4353519SOC-BDA3-C2,11-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,49,$1.16 ,#N/A,#N/A,#N/A
4353519SOC-BDA3-C3,11-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,901,$28.04 ,9,#N/A,#N/A
4353519SOC-BDA4-C1,11-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,714,$14.19 ,1,#N/A,#N/A
4353519SOC-BDA4-C2,11-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,640,$12.92 ,2,#N/A,#N/A
4353519SOC-BDA5-C2,11-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,352,$6.51 ,#N/A,#N/A,#N/A
4353619SOC-BDA1-C1,12-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,354,$8.08 ,1,#N/A,#N/A
4353619SOC-BDA1-C2,12-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,462,$14.75 ,2,#N/A,#N/A
4353619SOC-BDA1-C3,12-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,165,$7.69 ,1,#N/A,#N/A
4353619SOC-BDA2-C1,12-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,227,$9.22 ,2,#N/A,#N/A
4353619SOC-BDA2-C2,12-Mar-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,2,$0.06 ,#N/A,#N/A,#N/A
4353619SOC-BDA2-C3,12-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,120,$3.67 ,#N/A,#N/A,#N/A
4353619SOC-BDA2-C4,12-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,4,$0.27 ,#N/A,#N/A,#N/A
4353619SOC-BDA2-C5,12-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,212,$4.03 ,#N/A,#N/A,#N/A
4353619SOC-BDA3-C1,12-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,68,$0.92 ,#N/A,#N/A,#N/A
4353619SOC-BDA3-C2,12-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,20,$0.17 ,#N/A,#N/A,#N/A
4353619SOC-BDA3-C3,12-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,904,$25.76 ,6,#N/A,#N/A
4353619SOC-BDA4-C1,12-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,494,$8.20 ,4,#N/A,#N/A
4353619SOC-BDA4-C2,12-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,687,$16.04 ,7,0,1
4353619SOC-BDA5-C2,12-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,405,$6.98 ,1,#N/A,#N/A
4353719SOC-BDA1-C1,13-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,88,$2.17 ,1,0,1
4353719SOC-BDA1-C2,13-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,194,$5.22 ,#N/A,#N/A,#N/A
4353719SOC-BDA1-C3,13-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,72,$2.10 ,1,#N/A,#N/A
4353719SOC-BDA2-C1,13-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,154,$5.46 ,1,0,1
4353719SOC-BDA2-C2,13-Mar-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.03 ,#N/A,#N/A,#N/A
4353719SOC-BDA2-C3,13-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,86,$2.15 ,#N/A,#N/A,#N/A
4353719SOC-BDA2-C4,13-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,3,$0.07 ,#N/A,#N/A,#N/A
4353719SOC-BDA2-C5,13-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,133,$3.48 ,1,#N/A,#N/A
4353719SOC-BDA3-C1,13-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,23,$0.48 ,#N/A,#N/A,#N/A
4353719SOC-BDA3-C2,13-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,13,$0.26 ,#N/A,#N/A,#N/A
4353719SOC-BDA3-C3,13-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,169,$8.02 ,3,#N/A,#N/A
4353719SOC-BDA4-C1,13-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,426,$10.29 ,#N/A,#N/A,#N/A
4353719SOC-BDA4-C2,13-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,252,$5.56 ,3,#N/A,#N/A
4353719SOC-BDA5-C2,13-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,197,$4.04 ,1,#N/A,#N/A
4353819SOC-BDA1-C1,14-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,77,$1.28 ,#N/A,#N/A,#N/A
4353819SOC-BDA1-C2,14-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,216,$6.76 ,7,0,2
4353819SOC-BDA1-C3,14-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,51,$1.14 ,#N/A,#N/A,#N/A
4353819SOC-BDA2-C1,14-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,235,$8.26 ,2,#N/A,#N/A
4353819SOC-BDA2-C5,14-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,245,$5.64 ,#N/A,#N/A,#N/A
4353819SOC-BDA3-C1,14-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,103,$1.93 ,1,#N/A,#N/A
4353819SOC-BDA3-C2,14-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,84,$1.49 ,1,#N/A,#N/A
4353819SOC-BDA3-C3,14-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,624,$19.06 ,2,#N/A,#N/A
4353819SOC-BDA4-C1,14-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,442,$8.59 ,2,#N/A,#N/A
4353819SOC-BDA4-C2,14-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,299,$6.59 ,2,#N/A,#N/A
4353819SOC-BDA5-C2,14-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,352,$6.50 ,1,#N/A,#N/A
4353919SOC-BDA1-C1,15-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,260,$5.19 ,#N/A,#N/A,#N/A
4353919SOC-BDA1-C2,15-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,444,$12.77 ,4,#N/A,#N/A
4353919SOC-BDA1-C3,15-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,150,$2.83 ,2,#N/A,#N/A
4353919SOC-BDA2-C1,15-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,293,$9.05 ,1,#N/A,#N/A
4353919SOC-BDA2-C2,15-Mar-19,19SOC-BDA2-C2,Age-In NTM Social Facebook (64+9 mo) $0 In Network Doctor Copays,1,$0.00 ,#N/A,#N/A,#N/A
4353919SOC-BDA2-C3,15-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,12,$0.24 ,#N/A,#N/A,#N/A
4353919SOC-BDA2-C5,15-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,162,$4.15 ,3,#N/A,#N/A
4353919SOC-BDA3-C1,15-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,132,$2.98 ,#N/A,#N/A,#N/A
4353919SOC-BDA3-C2,15-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,84,$1.02 ,#N/A,#N/A,#N/A
4353919SOC-BDA3-C3,15-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,980,$23.11 ,6,#N/A,#N/A
4353919SOC-BDA4-C1,15-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,311,$5.97 ,1,#N/A,#N/A
4353919SOC-BDA4-C2,15-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,621,$11.70 ,1,#N/A,#N/A
4353919SOC-BDA5-C2,15-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,397,$6.92 ,2,#N/A,#N/A
4354019SOC-BDA1-C1,16-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,116,$2.93 ,1,#N/A,#N/A
4354019SOC-BDA1-C2,16-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,151,$3.86 ,1,0,1
4354019SOC-BDA1-C3,16-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,125,$2.27 ,1,#N/A,#N/A
4354019SOC-BDA2-C1,16-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,290,$8.78 ,#N/A,#N/A,#N/A
4354019SOC-BDA2-C3,16-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,43,$0.95 ,#N/A,#N/A,#N/A
4354019SOC-BDA2-C4,16-Mar-19,19SOC-BDA2-C4,Age-In NTM Social Facebook (64+9 mo) Benefit Carousel Union County,1,$0.03 ,#N/A,#N/A,#N/A
4354019SOC-BDA2-C5,16-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,206,$4.30 ,1,#N/A,#N/A
4354019SOC-BDA3-C1,16-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,139,$2.28 ,1,#N/A,#N/A
4354019SOC-BDA3-C2,16-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,72,$1.13 ,#N/A,#N/A,#N/A
4354019SOC-BDA3-C3,16-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,"1,119",$23.32 ,4,#N/A,#N/A
4354019SOC-BDA4-C1,16-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,433,$8.55 ,#N/A,#N/A,#N/A
4354019SOC-BDA4-C2,16-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,461,$9.08 ,3,#N/A,#N/A
4354019SOC-BDA5-C2,16-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,359,$6.32 ,2,#N/A,#N/A
4354119SOC-BDA1-C1,17-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,73,$1.58 ,#N/A,#N/A,#N/A
4354119SOC-BDA1-C2,17-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,198,$4.23 ,3,#N/A,#N/A
4354119SOC-BDA1-C3,17-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,58,$1.03 ,#N/A,#N/A,#N/A
4354119SOC-BDA2-C1,17-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,242,$7.37 ,#N/A,#N/A,#N/A
4354119SOC-BDA2-C3,17-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,34,$1.14 ,1,#N/A,#N/A
4354119SOC-BDA2-C5,17-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,202,$4.26 ,1,#N/A,#N/A
4354119SOC-BDA3-C1,17-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,124,$2.01 ,#N/A,#N/A,#N/A
4354119SOC-BDA3-C2,17-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,100,$1.76 ,#N/A,#N/A,#N/A
4354119SOC-BDA3-C3,17-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,997,$21.02 ,5,#N/A,#N/A
4354119SOC-BDA4-C1,17-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,349,$6.50 ,#N/A,#N/A,#N/A
4354119SOC-BDA4-C2,17-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,545,$9.15 ,3,#N/A,#N/A
4354119SOC-BDA5-C2,17-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,315,$5.85 ,#N/A,#N/A,#N/A
4354219SOC-BDA1-C1,18-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,177,$3.05 ,#N/A,#N/A,#N/A
4354219SOC-BDA1-C2,18-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,285,$7.07 ,3,0,2
4354219SOC-BDA1-C3,18-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,62,$1.05 ,1,#N/A,#N/A
4354219SOC-BDA2-C1,18-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,273,$8.63 ,2,0,1
4354219SOC-BDA2-C3,18-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,102,$2.41 ,#N/A,#N/A,#N/A
4354219SOC-BDA2-C5,18-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,198,$4.38 ,#N/A,#N/A,#N/A
4354219SOC-BDA3-C1,18-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,159,$3.08 ,#N/A,#N/A,#N/A
4354219SOC-BDA3-C2,18-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,137,$2.40 ,#N/A,#N/A,#N/A
4354219SOC-BDA3-C3,18-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,945,$21.63 ,3,#N/A,#N/A
4354219SOC-BDA4-C1,18-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,546,$10.29 ,4,0,1
4354219SOC-BDA4-C2,18-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,898,$15.08 ,4,#N/A,#N/A
4354219SOC-BDA5-C2,18-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,390,$6.92 ,#N/A,#N/A,#N/A
4354319SOC-BDA1-C1,19-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,128,$5.54 ,1,#N/A,#N/A
4354319SOC-BDA1-C2,19-Mar-19,19SOC-BDA1-C2,Age-In NTM Social Facebook (64+6 mo) Three Months Away,193,$5.21 ,5,0,1
4354319SOC-BDA1-C3,19-Mar-19,19SOC-BDA1-C3,Age-In NTM Social Facebook (64+6 mo) Carousel,96,$2.34 ,1,#N/A,#N/A
4354319SOC-BDA2-C1,19-Mar-19,19SOC-BDA2-C1,Age-In NTM Social Facebook (64+9 mo) $0 Medical Deductible,196,$6.97 ,1,#N/A,#N/A
4354319SOC-BDA2-C3,19-Mar-19,19SOC-BDA2-C3,Age-In NTM Social Facebook (64+9 mo) Image Carousel,276,$9.84 ,2,#N/A,#N/A
4354319SOC-BDA2-C5,19-Mar-19,19SOC-BDA2-C5,Age-In NTM Social Facebook  (64+9 mo) Benefit Carousel Except Union,226,$5.80 ,#N/A,#N/A,#N/A
4354319SOC-BDA3-C1,19-Mar-19,19SOC-BDA3-C1,Age-In NTM Social Facebook (64+11mo) See Any Doctor Nationwide,172,$4.86 ,#N/A,#N/A,#N/A
4354319SOC-BDA3-C2,19-Mar-19,19SOC-BDA3-C2,Age-In NTM Social Facebook (64+11mo) Travel Between States -  no headline over image,134,$2.13 ,#N/A,#N/A,#N/A
4354319SOC-BDA3-C3,19-Mar-19,19SOC-BDA3-C3,Age-In NTM Social Facebook (64+11mo) Med Sup -  Image Carousel,870,$20.97 ,2,#N/A,#N/A
4354319SOC-BDA4-C1,19-Mar-19,19SOC-BDA4-C1,Age-In NTM Social Facebook (65+1) Enroll Today - Clock,547,$11.13 ,3,#N/A,#N/A
4354319SOC-BDA4-C2,19-Mar-19,19SOC-BDA4-C2,Age-In NTM Social Facebook (65 + 1 mo)  Avoid Penalty,572,$11.89 ,2,#N/A,#N/A
4354319SOC-BDA5-C2,19-Mar-19,19SOC-BDA5-C2,Age-In NTM Social Facebook (65 + 1 mo)  Image Carousel,569,$10.34 ,#N/A,#N/A,#N/A
4354419SOC-BDA1-C1,20-Mar-19,19SOC-BDA1-C1,Age-In NTM Social Facebook (64+6 mo) Free Guide,126,$3.87 ,#N/A,1,0
